#{"t_start": 1770199491.1441245, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
7.0,1302,10.692793
0.0,517,11.48299
1.0,637,12.429494
2.0,825,13.667438
1.0,695,14.796471
0.0,528,15.563286
1.0,632,16.519327
5.0,1384,18.709921
0.0,516,19.510029
3.0,1013,21.116895
9.0,1624,23.759801
0.0,524,24.537046
0.0,521,25.329065
5.0,1331,27.377527
2.0,818,28.675993
5.0,1398,32.662051
5.0,1426,34.979637
0.0,524,35.766839
0.0,528,36.530391
0.0,524,37.323613
0.0,520,38.034114
1.0,709,39.181334
1.0,727,40.274531
3.0,1080,42.015682
7.0,1730,44.811926
1.0,633,45.787183
2.0,817,47.094779
5.0,1329,49.188072
0.0,519,49.994642
4.0,1224,51.90533
0.0,509,52.660554
0.0,523,54.927571
0.0,513,55.709413
2.0,826,56.958792
0.0,527,57.720171
1.0,705,58.836589
0.0,532,59.634825
2.0,908,61.019881
0.0,516,61.78199
0.0,516,62.563893
0.0,536,63.373027
1.0,636,64.334652
2.0,810,65.563041
3.0,918,67.03932
1.0,644,67.970851
10.0,1816,70.91059
2.0,808,72.136808
2.0,821,73.373458
0.0,524,74.194379
2.0,817,76.736557
2.0,833,77.978257
1.0,686,79.093367
0.0,507,79.786137
2.0,805,81.116922
0.0,523,81.879048
11.0,2004,85.175851
0.0,525,85.872584
0.0,541,86.672066
7.0,1718,89.510702
4.0,1208,91.383539
2.0,815,92.601125
2.0,728,93.789451
3.0,992,95.271991
4.0,1075,96.937575
3.0,926,100.304834
3.0,1026,101.915432
4.0,1192,103.786392
2.0,820,105.081479
3.0,1018,106.60367
9.0,1640,109.190596
2.0,804,110.450054
2.0,755,111.569103
5.0,1398,113.82983
7.0,1535,116.300847
1.0,643,117.241014
1.0,627,118.183749
0.0,515,118.939314
12.0,2014,124.179849
8.0,1717,126.896195
0.0,524,127.674836
9.0,1531,130.126639
3.0,907,131.500161
7.0,1511,133.887937
3.0,893,135.276955
0.0,516,135.978175
3.0,887,137.365245
1.0,650,138.296674
9.0,1640,140.910358
0.0,520,141.710275
0.0,511,142.495378
10.0,1978,147.411879
0.0,520,148.187481
2.0,887,149.528379
2.0,831,150.822581
11.0,1910,153.76194
12.0,2244,157.352756
