#{"t_start": 1772182313.0959885, "env_id": "MinAtar/Breakout-v1"}
r,l,t
4.0,48,0.101175
7.0,80,0.184534
12.0,140,0.330685
6.0,70,0.404719
7.0,84,0.497649
1.0,16,0.514411
2.0,26,0.541496
1.0,16,0.558246
4.0,48,0.608292
7.0,80,0.691676
17.0,188,0.889636
5.0,58,0.949799
6.0,72,1.024327
10.0,116,1.14424
1.0,16,1.160922
1.0,16,1.177571
10.0,116,1.29736
9.0,104,1.404586
7.0,84,1.491295
5.0,60,1.553336
2.0,26,1.580331
12.0,140,1.72454
12.0,142,1.871015
5.0,58,1.93087
9.0,102,2.036162
2.0,26,2.063024
3.0,38,2.102407
11.0,130,5.16277
5.0,60,5.231893
3.0,38,5.27192
6.0,70,5.345622
4.0,48,5.396272
11.0,126,5.528885
7.0,82,5.617018
4.0,48,5.667417
12.0,138,5.812128
7.0,80,5.89864
6.0,70,5.972278
17.0,188,6.169526
6.0,70,6.244795
9.0,106,6.356056
12.0,140,6.503069
6.0,70,6.576845
3.0,38,6.616934
12.0,140,6.765397
15.0,176,6.950151
6.0,70,7.023542
12.0,140,7.170677
4.0,48,7.221067
17.0,192,9.992692
12.0,142,10.128065
0.0,6,10.133998
3.0,38,10.171553
8.0,90,10.256942
2.0,26,10.282608
1.0,16,10.298529
7.0,80,10.378392
4.0,48,10.428996
5.0,58,10.490246
11.0,130,10.627523
7.0,80,10.712206
1.0,16,10.729167
12.0,140,10.87657
7.0,82,10.962807
1.0,16,10.979776
12.0,136,11.122796
7.0,80,11.207002
5.0,60,11.270039
12.0,140,11.417325
6.0,70,11.490967
14.0,164,11.663432
12.0,138,11.808718
9.0,102,11.917669
