#{"t_start": 1772182028.6258667, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.156014
19.0,154,2.244622
5.0,60,2.279131
9.0,106,2.340108
7.0,80,2.386106
9.0,102,2.444649
6.0,74,2.487545
5.0,60,2.522005
11.0,130,2.596581
2.0,26,2.611573
8.0,92,2.664412
9.0,102,2.723011
19.0,154,2.813536
6.0,70,2.853906
11.0,126,2.926523
10.0,116,2.993085
6.0,72,3.035061
19.0,154,3.123464
11.0,126,3.195834
11.0,130,4.713395
9.0,104,4.776795
10.0,118,4.846272
9.0,102,4.904211
11.0,130,4.978099
19.0,154,5.065595
8.0,92,5.11789
6.0,70,5.157695
6.0,72,5.198621
20.0,164,5.292858
3.0,38,5.314503
11.0,130,5.388307
11.0,130,5.462173
8.0,96,5.517002
15.0,118,5.584306
11.0,126,5.659397
12.0,140,5.740725
11.0,130,5.814959
10.0,116,5.881345
20.0,164,7.331481
11.0,130,7.405729
9.0,102,7.463896
11.0,130,7.537935
12.0,140,7.617703
9.0,106,7.678306
0.0,6,7.681897
11.0,130,7.755972
20.0,164,7.849382
9.0,104,7.908644
3.0,38,7.93037
7.0,82,7.977352
20.0,164,8.070745
6.0,70,8.110652
1.0,16,8.119828
20.0,164,8.213349
5.0,62,8.248854
3.0,38,8.27064
8.0,90,8.322219
10.0,116,8.388619
