r,l
140.0,6213
156.0,6489
45.0,3882
72.0,4222
309.0,7612
40.0,3311
36.0,3886
40.0,2825
267.0,4855
91.0,4729
98.0,5007
263.0,4202
95.0,5664
175.0,7386
163.0,5003
32.0,2760
