#{"t_start": 1772181002.352178, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.151136
19.0,154,2.258939
5.0,60,2.300822
9.0,106,2.374706
7.0,80,2.43068
9.0,102,2.501655
6.0,74,2.553172
5.0,60,2.595633
11.0,130,2.685644
2.0,26,2.703734
8.0,92,2.767529
9.0,102,2.838488
19.0,154,2.945503
6.0,70,2.994089
11.0,126,3.081431
10.0,116,3.162153
6.0,72,3.212346
19.0,154,3.319254
11.0,126,3.406641
11.0,130,5.540701
9.0,104,5.635749
10.0,118,5.720591
9.0,102,5.793225
11.0,130,5.885706
19.0,154,5.994825
8.0,92,6.059992
6.0,70,6.10958
6.0,72,6.160544
20.0,164,6.276562
3.0,38,6.303518
11.0,130,6.395625
11.0,130,6.487704
8.0,96,6.555665
15.0,118,6.639152
11.0,126,6.72832
12.0,140,6.827394
11.0,130,6.919453
10.0,116,7.001818
20.0,164,9.086148
11.0,130,9.17826
9.0,102,9.250447
11.0,130,9.342353
12.0,140,9.441419
9.0,106,9.51661
0.0,6,9.520939
11.0,130,9.613377
20.0,164,9.730345
9.0,104,9.803946
3.0,38,9.83099
7.0,82,9.889274
20.0,164,10.007384
6.0,70,10.057091
1.0,16,10.068477
20.0,164,10.184792
5.0,62,10.228966
3.0,38,10.256071
8.0,90,10.320263
10.0,116,10.411884
