r,l
140.0,6213
260.0,6960
344.0,5123
84.0,6164
45.0,4965
85.0,4761
101.0,5333
68.0,5662
51.0,5524
109.0,5729
50.0,3367
219.0,6558
47.0,4213
329.0,6654
67.0,3993
