#{"t_start": 1773132335.262275, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.871763
19.0,154,1.980387
5.0,60,2.022543
9.0,106,2.096916
7.0,80,2.153108
9.0,102,2.22462
6.0,74,2.276553
5.0,60,2.318633
11.0,130,2.409812
2.0,26,2.431095
8.0,92,2.495718
9.0,102,2.567306
19.0,154,2.675254
6.0,70,2.72437
11.0,126,2.812804
10.0,116,2.894136
6.0,72,2.947315
19.0,154,3.055437
11.0,126,3.143855
11.0,130,4.820536
9.0,104,4.883171
10.0,118,4.953586
9.0,102,5.011228
11.0,130,5.084727
19.0,154,5.17166
8.0,92,5.223678
6.0,70,5.263239
6.0,72,5.303974
20.0,164,5.396613
3.0,38,5.418098
11.0,130,5.491464
11.0,130,5.564908
8.0,96,5.619177
15.0,118,5.685891
11.0,126,5.757041
12.0,140,5.836205
11.0,130,5.909598
10.0,116,5.975156
20.0,164,7.611731
11.0,130,7.687562
9.0,102,7.745279
11.0,130,7.818909
12.0,140,7.898102
9.0,106,7.958042
0.0,6,7.961492
11.0,130,8.036556
20.0,164,8.129459
9.0,104,8.18842
3.0,38,8.210027
7.0,82,8.25653
20.0,164,8.34956
6.0,70,8.389288
1.0,16,8.398416
20.0,164,8.491479
5.0,62,8.52669
3.0,38,8.5483
8.0,90,8.59934
10.0,116,8.665289
