#{"t_start": 1772181002.3258414, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.777291
19.0,154,1.877422
5.0,60,1.917632
9.0,106,1.986558
7.0,80,2.038767
9.0,102,2.104533
6.0,74,2.152328
5.0,60,2.19119
11.0,130,2.276158
2.0,26,2.293066
8.0,92,2.352556
9.0,102,2.419178
19.0,154,2.518441
6.0,70,2.563676
11.0,126,2.645193
10.0,116,2.720093
6.0,72,2.766665
19.0,154,2.86624
11.0,126,2.948021
11.0,130,4.603286
9.0,104,4.677073
10.0,118,4.757043
9.0,102,4.823162
11.0,130,4.907736
19.0,154,5.007493
8.0,92,5.067345
6.0,70,5.112749
6.0,72,5.159462
20.0,164,5.266352
3.0,38,5.291106
11.0,130,5.375292
11.0,130,5.459502
8.0,96,5.536293
15.0,118,5.627009
11.0,126,5.721779
12.0,140,5.826186
11.0,130,5.924102
10.0,116,6.008986
20.0,164,7.893211
11.0,130,7.986582
9.0,102,8.058913
11.0,130,8.151742
12.0,140,8.253099
9.0,106,8.326819
0.0,6,8.33094
11.0,130,8.417759
20.0,164,8.524229
9.0,104,8.591753
3.0,38,8.616488
7.0,82,8.669704
20.0,164,8.776583
6.0,70,8.822173
1.0,16,8.832646
20.0,164,8.93964
5.0,62,8.980137
3.0,38,9.004927
8.0,90,9.063608
10.0,116,9.139338
