#{"t_start": 1772181122.4800684, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,2.468721
19.0,154,2.589775
5.0,60,2.636927
9.0,106,2.72024
7.0,80,2.783148
9.0,102,2.863236
6.0,74,2.921362
5.0,60,2.968802
11.0,130,3.069931
2.0,26,3.092197
8.0,92,3.16398
9.0,102,3.243379
19.0,154,3.36329
6.0,70,3.41782
11.0,126,3.516117
10.0,116,3.606499
6.0,72,3.662611
19.0,154,3.782486
11.0,126,3.880447
11.0,130,6.29931
9.0,104,6.393702
10.0,118,6.486868
9.0,102,6.566559
11.0,130,6.668008
19.0,154,6.788261
8.0,92,6.860107
6.0,70,6.915057
6.0,72,6.971263
20.0,164,7.09916
3.0,38,7.130118
11.0,130,7.231844
11.0,130,7.333501
8.0,96,7.40865
15.0,118,7.500931
11.0,126,7.599497
12.0,140,7.709189
11.0,130,7.810958
10.0,116,7.901892
20.0,164,9.978654
11.0,130,10.080525
9.0,102,10.160598
11.0,130,10.262382
12.0,140,10.372085
9.0,106,10.455399
0.0,6,10.460159
11.0,130,10.5631
20.0,164,10.691784
9.0,104,10.773477
3.0,38,10.803291
7.0,82,10.867774
20.0,164,10.996602
6.0,70,11.051588
1.0,16,11.064219
20.0,164,11.19295
5.0,62,11.241663
3.0,38,11.271559
8.0,90,11.34225
10.0,116,11.433297
