#{"t_start": 1772181000.2275765, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.972095
19.0,154,2.060723
5.0,60,2.09526
9.0,106,2.156247
7.0,80,2.204564
9.0,102,2.263212
6.0,74,2.305731
5.0,60,2.340688
11.0,130,2.415088
2.0,26,2.430027
8.0,92,2.482691
9.0,102,2.541288
19.0,154,2.629433
6.0,70,2.669528
11.0,126,2.743818
10.0,116,2.81035
6.0,72,2.851616
19.0,154,2.939726
11.0,126,3.011829
11.0,130,4.994679
9.0,104,5.063082
10.0,118,5.135623
9.0,102,5.194643
11.0,130,5.269958
19.0,154,5.359043
8.0,92,5.413559
6.0,70,5.45417
6.0,72,5.495891
20.0,164,5.590815
3.0,38,5.612846
11.0,130,5.687986
11.0,130,5.763191
8.0,96,5.818691
15.0,118,5.887609
11.0,126,5.960627
12.0,140,6.041881
11.0,130,6.117095
10.0,116,6.184172
20.0,164,7.841273
11.0,130,7.918141
9.0,102,7.976975
11.0,130,8.051932
12.0,140,8.133072
9.0,106,8.194221
0.0,6,8.197756
11.0,130,8.272671
20.0,164,8.368855
9.0,104,8.42907
3.0,38,8.451127
7.0,82,8.498596
20.0,164,8.593475
6.0,70,8.633959
1.0,16,8.643253
20.0,164,8.738998
5.0,62,8.774885
3.0,38,8.796895
8.0,90,8.849045
10.0,116,8.917568
