#{"t_start": 1772527520.565107, "env_id": "MinAtar/Breakout-v1"}
r,l,t
11.0,130,1.706611
19.0,154,1.825385
5.0,60,1.871627
9.0,106,1.953199
7.0,80,2.014892
9.0,102,2.093483
6.0,74,2.150549
5.0,60,2.196864
11.0,130,2.29707
2.0,26,2.317195
8.0,92,2.38821
9.0,102,2.467335
19.0,154,2.586434
6.0,70,2.640454
11.0,126,2.737773
10.0,116,2.8272
6.0,72,2.882741
19.0,154,3.001408
11.0,126,3.098609
11.0,130,5.116007
9.0,104,5.206438
10.0,118,5.297749
9.0,102,5.376509
11.0,130,5.476916
19.0,154,5.596175
8.0,92,5.669367
6.0,70,5.72542
6.0,72,5.782146
20.0,164,5.909021
3.0,38,5.938377
11.0,130,6.038645
11.0,130,6.138975
8.0,96,6.213109
15.0,118,6.304185
11.0,126,6.40142
12.0,140,6.509497
11.0,130,6.610375
10.0,116,6.700232
20.0,164,8.518833
11.0,130,8.629354
9.0,102,8.71163
11.0,130,8.814672
12.0,140,8.923864
9.0,106,9.00628
0.0,6,9.011041
11.0,130,9.111592
20.0,164,9.237989
9.0,104,9.318192
3.0,38,9.347568
7.0,82,9.410906
20.0,164,9.537527
6.0,70,9.591561
1.0,16,9.603941
20.0,164,9.730709
5.0,62,9.778745
3.0,38,9.808184
8.0,90,9.877864
10.0,116,9.967629
