r,l
140.0,6213
338.0,8690
299.0,6095
35.0,3379
191.0,6521
340.0,7266
160.0,6592
102.0,4375
71.0,5391
265.0,6728
67.0,4202
64.0,3330
80.0,4905
23.0,3278
