r,l
1357.78202,383
3465.072669,1000
2073.600947,571
1672.60471,461
2205.882011,619
1941.179674,540
1179.692302,326
1415.001802,394
2541.533898,703
1303.84859,356
1030.833944,295
2373.424235,658
3357.157629,1000
2587.834971,709
3308.942947,917
2869.215307,791
1392.367762,373
1534.769963,418
1352.850191,363
2967.568651,831
2015.534442,547
1595.881769,432
1676.150262,459
1634.886816,443
1107.400622,308
990.710733,274
1663.181433,451
1370.241669,372
1248.848549,345
2637.037655,727
1348.167506,372
1022.879066,283
1192.337432,325
1716.694918,463
1575.137413,432
1705.59645,475
2924.772022,810
3467.361879,1000
