r,l
140.0,6213
156.0,6489
103.0,5048
74.0,3547
17.0,2866
66.0,5736
104.0,3759
53.0,4618
74.0,5369
17.0,2107
120.0,5621
37.0,4264
50.0,4832
126.0,6535
71.0,4925
160.0,5919
