r,l
140.0,6213
156.0,6489
149.0,6411
61.0,4765
19.0,2622
103.0,6206
79.0,4482
75.0,5253
52.0,2967
174.0,7441
85.0,4966
335.0,6567
215.0,7112
54.0,4414
64.0,4786
